Uniform	Exponential	Cauchy
3.38951	0.51147	-3.92652
3.49493	0.570732	3.19229
3.63413	1.51002	5.17218
3.48503	1.04261	-0.953579
3.58756	1.16936	-0.409779
3.97656	1.0936	-0.543158
3.77792	1.38736	-0.397502
3.90965	0.778254	-0.612592
3.15185	1.07342	0.531237
3.69203	0.751981	-0.079866
3.81386	1.00766	0.500397
3.93328	0.714125	17.3084
4.24517	0.964533	0.563605
3.57201	1.3695	0.385077
3.93175	1.01249	-0.0788409
2.92987	0.927037	44.0219
3.93099	0.956468	0.0814518
3.18215	0.714042	-3.988
2.52467	1.02864	-1.36752
3.04681	1.4951	-14.9024
3.93289	1.04367	3.77045
3.50912	1.32992	9.68922
3.35392	1.63563	-0.940883
3.52769	0.982089	0.0911559
3.16496	1.40866	-7.47346
2.8829	1.04639	-0.976596
2.84677	0.780895	4.14983
4.16474	2.02632	9.70533
3.52356	0.705674	-2.67491
2.95273	1.25636	-1.12231
2.94133	0.876848	-0.839321
3.67485	1.1066	0.697508
3.30972	0.544184	0.0996477
3.66866	0.442408	0.446843
3.83406	1.12783	0.605523
3.39113	1.07641	-0.34569
3.15529	0.911216	-5.477
3.88149	1.21072	-0.356132
3.55195	0.650051	0.0255687
4.3841	1.36729	0.155186
3.455	0.977526	0.235596
3.45829	0.590226	-4.63715
3.46266	0.802902	-4.94702
2.47481	0.856436	-0.752276
3.56031	0.758324	0.91817
3.2216	0.709783	-0.256709
4.15266	1.47742	-1.45483
3.07443	1.33605	0.11085
3.37005	1.57664	-0.0425308
3.55496	0.847774	-18.7287
4.04434	1.4704	0.839622
3.88267	1.44188	-0.662922
3.45657	1.14196	0.175754
3.67796	0.595144	0.280562
3.18988	0.96214	-0.22496
3.70014	0.931528	1.05083
2.99505	1.24984	0.191611
4.37891	1.48167	-0.614102
3.3708	0.295159	-1.11893
3.4572	0.753319	-1.25246
3.51776	0.965538	-1.48048
3.90359	0.890705	14.9546
4.44875	0.971318	-4.15912
4.03458	0.648199	96.6757
3.39356	1.1228	0.728307
3.73355	1.00163	-3.63635
2.85421	1.27896	5.39213
3.54897	1.05102	1.36778
4.43722	1.00926	-0.319371
3.64766	1.15622	1.47587
3.66652	1.07885	1.94436
2.4989	0.55741	0.251341
2.68185	0.78339	-0.947154
4.2457	1.07606	-0.484508
3.42977	1.1136	-19.215
3.51449	0.677361	0.965697
2.60156	0.934629	-0.150477
3.52303	0.769678	-0.890014
3.66566	0.650824	-1.38868
3.42674	1.11586	-1.61062
3.9507	1.26163	-0.170833
4.1205	0.84581	-0.445159
2.9858	1.1698	1.83572
2.97022	0.851243	0.885327
3.8895	0.626464	-0.945445
2.53375	1.13085	-0.052857
3.27233	1.29214	1.76344
3.6552	1.43507	-0.0363205
3.6952	1.10391	-6.54408
3.85166	1.36684	0.477507
4.08708	0.872835	-1.88308
4.19329	0.872868	0.855121
3.61153	1.29796	-1.11687
3.50317	1.1091	-1.87674
4.28602	1.04107	-5.41899
3.33301	1.19262	-0.724084
3.2682	0.881812	-2.20562
3.52764	1.67723	-3.14546
3.75704	0.658712	-0.215962
3.55963	1.67902	0.345768
3.60616	0.920948	-0.584057
4.04334	0.597691	2.58273
3.76565	1.34896	-0.581692
3.83616	1.22507	3.62502
3.87317	0.757372	-0.94922
2.87441	0.857704	0.30917
4.08436	0.989654	0.45672
3.40994	1.10648	1.11646
3.50819	0.775318	1.67548
3.70631	1.31232	0.179154
3.39813	1.4716	-0.425645
3.18205	0.52961	0.519064
3.1119	1.31897	1.25533
3.17539	1.21688	8.07417
2.9197	1.41259	0.623453
2.73446	1.4103	-0.0361069
3.20478	1.09559	-3.40271
3.45789	1.37132	5.82763
4.21467	1.40761	-0.319491
3.33236	1.5387	1.33206
3.6028	0.472287	5.15489
2.70927	1.09223	1.31484
2.92815	0.982944	0.637129
3.5668	0.971344	0.0818972
3.99491	1.53579	19.6192
3.6146	0.91211	-0.498135
3.9207	1.2851	-0.454367
3.77558	1.40903	0.374473
3.18537	0.786448	-0.89237
3.84618	0.611535	0.296508
3.76299	1.00659	-0.443946
3.47769	0.953157	1.66632
3.46775	1.05292	8.99254
3.38434	1.58198	1.40292
3.10493	0.690221	-1.0822
3.27965	0.852568	-0.675033
3.72648	1.39224	-4.58021
3.94304	0.349161	-1.17122
3.62641	0.500453	0.186893
4.05925	0.615068	0.000105728
3.61572	1.75492	0.119896
3.15146	1.0872	8.73285
3.09318	1.03774	1.06299
3.70544	1.32538	0.576894
3.04408	1.1554	-18.7149
3.17852	0.845613	1.82156
2.48286	1.6046	-1.18323
2.79025	1.07717	0.395135
3.69782	0.620891	-1.133
3.64685	0.960578	3.49858
2.71255	1.04313	15.1272
3.77158	0.783274	0.146446
3.96396	1.59556	0.31868
2.96838	1.27286	0.394326
3.69056	1.26231	1.15778
4.17324	1.05035	-18.3368
2.86869	1.63147	2.71459
3.14361	0.577301	0.737153
3.23176	1.0942	1.01739
3.66139	0.909867	-0.662552
2.52521	1.12429	2.85634
3.10172	0.90022	-0.563695
4.31688	0.55937	0.241636
4.03392	0.882982	0.278438
3.58936	0.775301	0.757169
3.3191	1.54596	-0.387168
3.24296	1.66024	-0.337077
3.86244	1.47887	-0.52714
2.84996	0.774257	-0.0570802
3.73881	0.714034	0.813191
3.90317	0.946199	-2.05302
3.87355	0.903752	-0.0743381
3.83494	1.11665	-2.44717
3.92372	0.610354	0.760591
3.75098	0.995192	-6.04409
3.12943	0.889075	21.1575
3.69308	1.24024	14.5593
2.91117	1.45909	-1.24837
3.44472	0.959079	1.50673
2.6649	1.42033	8.27908
3.11518	1.03885	0.387156
3.39733	1.26793	0.636499
3.73535	0.844005	-0.149954
3.46095	0.91772	-0.759898
3.68741	0.899788	-20.4353
2.66435	0.88956	-6.79781
2.85132	0.921148	-0.878169
3.48254	0.47824	1.5089
3.82333	1.13543	0.879615
2.57371	0.902875	1.16586
4.45095	0.764119	-0.611792
3.98083	1.42287	-0.302456
3.80021	1.5025	-0.742066
2.9843	1.00644	-2.51883
3.15432	0.918241	0.892238
4.35788	0.544712	-9.62207
3.42901	0.932039	2.54782
3.11387	0.874093	-1.49672
3.23272	0.866041	-0.379709
3.11457	0.647869	-2.93766
3.01635	1.56482	-7.42274
3.14773	0.732002	-1.37681
4.22551	0.842092	1.00001
3.24971	1.05836	-0.20338
3.03071	0.718067	-2.91988
3.30866	0.59248	1.14043
3.57022	0.955209	1.32017
2.95169	0.643726	0.37278
3.26401	1.27507	-7.75113
3.13716	0.918607	-1.16717
3.27366	1.62809	0.634038
4.02089	1.03732	-0.0269539
3.28355	1.77169	0.610384
2.89143	1.09922	-0.740856
2.71754	1.3116	0.18955
3.68438	0.851315	1.14835
3.59839	0.69333	2.16174
3.26135	0.570188	3.05122
2.88426	1.32874	0.710375
3.3117	0.574404	-0.324423
3.71785	0.919828	0.321555
4.00134	1.13121	-0.44798
3.10425	0.862727	0.837467
3.01324	0.655771	-2.21158
4.15909	0.433434	1.10822
4.1216	0.608953	-0.289821
3.86811	0.525232	-0.866548
3.70062	0.919556	9.67361
2.96425	1.05826	0.212965
2.93789	1.00217	1.711
3.81302	0.825175	-0.790301
3.9107	1.12899	0.374701
3.41686	0.916545	1.85386
4.06471	1.06379	-0.87063
3.68432	0.742373	-0.109096
3.04302	1.30671	-0.0978248
2.90094	1.14496	-1.00802
3.34737	0.660598	-0.927606
3.38951	1.22432	-1.53475
4.13267	1.31026	-6.49061
3.72519	1.41967	-2.65438
4.26307	0.740987	0.156868
2.70348	1.15968	-0.638284
3.37849	1.11847	-0.0800545
3.2386	1.97658	-2.28573
2.9818	1.68279	-1.04085
3.25009	0.972117	-0.00211563
3.3692	0.773394	-0.359361
4.19256	1.01188	1.27489
4.56259	0.888159	1.64577
3.07647	0.807932	0.622651
3.79741	0.758186	0.568955
3.05876	1.11782	0.235813
3.67102	0.484977	1.05392
3.45323	0.488514	16.3226
3.4246	1.39372	1.07064
4.39075	0.61516	1.10291
3.73909	1.00572	2.60437
3.97465	0.79107	1.69268
4.6573	0.612005	-2.68624
3.32111	1.27778	-18.849
3.6485	1.47517	2.66767
3.59988	1.21953	-0.645881
4.31776	0.843322	-0.235971
3.41509	1.28496	-2.3226
3.30376	1.26382	-0.217725
3.96699	1.84012	1.69156
4.03977	1.32126	0.201673
3.35545	1.03119	-8.09986
3.8716	0.964988	-0.296626
4.12874	1.10167	-1.05011
3.69325	0.544184	-0.582951
4.31206	0.527488	-3.38386
3.49831	0.949116	-2.7147
4.2998	1.27285	2.34142
3.33846	0.84259	2.38741
4.3539	0.404559	1.6996
3.47679	0.600708	-0.900222
2.77191	0.857392	-1.56668
3.43385	0.985144	-10.2706
2.88992	0.415255	-0.145381
3.12041	0.941735	0.979747
3.3447	1.15136	0.0586415
3.86876	1.00144	-0.820373
2.87893	0.879619	0.728162
3.51052	0.78059	-7.01951
3.43648	1.49854	-7.87096
4.36512	1.96683	1.31666
3.42811	1.19987	-0.226249
3.32018	0.866176	-0.629339
3.48035	1.31771	-2.21507
3.3899	1.04763	-1.12813
3.90294	1.24683	4.28795
3.57634	0.528057	-0.984752
4.27791	0.561146	-10.4768
3.94262	0.719244	1.79586
3.30092	0.855253	0.57226
4.00812	0.74038	-1.90663
3.17372	1.43703	2.4299
4.42999	1.25776	-2.66758
3.39492	1.02148	0.0516167
3.53893	0.676881	-0.644871
3.73056	1.32951	-0.815095
3.81241	0.971252	-3.74619
4.03103	0.895474	-4.15241
4.01533	0.525689	-3.48146
3.02643	0.737629	-0.302685
3.30463	1.00231	-2.44635
3.46985	0.927528	-5.10381
2.92562	1.45656	0.396503
3.7612	1.25218	-0.379516
4.13554	0.86416	-1.51939
3.7887	0.489003	-949.904
3.1465	0.770467	9.87774
3.55175	0.331966	0.501754
3.21986	1.50336	0.954259
3.61656	0.665566	-3.36769
3.16602	0.841634	-2.2803
4.11102	0.637858	-0.489337
3.06696	1.64297	-2.7273
3.3521	1.03273	-0.593791
4.26641	1.00741	1.51703
2.94803	0.877344	-1.82521
3.34983	0.829957	12.717
4.0194	0.499272	0.919358
2.3105	1.72479	-0.829248
3.29177	0.916675	-0.54933
3.77973	1.60308	2.29561
3.04442	1.12072	1.05545
3.06044	0.683917	0.131248
3.63401	0.944157	3.52972
3.28003	0.450924	-1.44636
3.48974	1.02213	2.51531
3.36792	0.864458	-8.61626
3.60171	0.801055	-0.745162
3.4249	0.602758	-0.288065
3.16347	0.770788	-0.150194
3.10977	0.737661	0.014966
3.81178	1.13862	-1.52378
3.20664	1.12311	1.12281
3.52256	0.676594	-0.465392
4.4035	1.31335	0.0520766
3.42692	0.7921	-0.69237
3.41788	0.513261	-0.826364
3.4193	1.20049	0.0258417
3.42199	0.896973	12.3265
3.82287	0.790826	4.92505
3.7825	0.975612	-12.0214
2.99399	0.438584	0.383255
3.53724	0.555545	-0.0794534
3.5937	1.38632	-0.165744
3.44186	1.35254	-0.0662437
2.89548	1.19987	-0.244756
3.55757	1.09163	0.409413
3.56331	0.778706	-0.495013
3.50058	0.834627	2.04892
3.51528	1.40396	-1.20721
3.48362	0.904508	0.269025
3.53756	1.12406	2.52578
4.0588	0.735531	-8.22726
3.54975	0.621581	-0.0806974
3.4929	0.639967	-1.90704
4.223	1.23752	-0.287269
3.5053	1.11771	-0.0615449
3.95898	1.32417	-0.443823
3.27323	0.793535	0.870145
3.05448	1.36302	1.7387
3.81885	0.572325	0.391153
2.76956	1.0775	-2.10579
3.86062	0.742988	2.99503
3.6153	1.03701	1.78629
3.72254	1.46295	-3.44348
3.67276	1.27607	1.58127
3.79683	1.41539	-2.15865
3.40014	0.785142	-4.41356
3.25858	0.671731	0.0332324
2.99813	1.17097	-0.392553
3.20767	1.1741	-1.10273
3.36222	1.48235	1.27663
2.69883	0.516702	-1.10618
3.3967	1.78472	0.10169
3.8126	0.684322	0.093997
3.50261	0.736019	0.349524
2.67877	0.877701	3.10372
2.94681	0.772505	0.322405
2.91185	1.03549	0.851093
2.70107	0.901187	-0.759515
3.54043	0.919747	1.19904
3.39948	0.663267	2.46111
3.05714	1.26022	-5.10756
4.05419	0.7131	15.1666
3.09242	1.07609	-0.420169
3.90909	0.772041	-3.52407
3.8974	0.870975	-1.08154
2.67794	1.01822	-1.54015
4.34284	0.879394	-0.54172
2.84924	1.25389	6.05082
3.60086	1.08714	-0.485199
3.74811	1.67929	-1.82285
4.23348	1.39247	-0.500377
3.19219	1.09865	21.9514
3.79034	0.968255	-0.555773
3.49387	1.01041	3.17145
3.50147	1.10459	-2.92394
3.43472	1.95063	18.3466
3.08835	1.17876	6.65324
3.92549	0.697289	-14.5571
3.01705	0.651273	-0.034255
3.18159	1.28725	-1.68735
3.15409	0.601365	5.53641
3.76922	0.804075	2.11594
3.79398	1.18258	-7.91886
3.25217	0.854766	0.0709607
3.50442	0.688509	2.03725
3.89846	1.23239	0.161917
3.34157	0.649112	0.0785208
4.05433	0.681933	-2.46184
3.44604	1.22017	-0.418837
3.99178	0.4394	0.170454
3.62506	1.17154	-9.05174
2.97386	1.20029	-1.08995
3.60638	0.653004	-0.0311453
2.71484	0.917817	-2.76706
3.12376	0.588121	-1.35787
4.15652	1.26958	0.180238
3.8357	1.42978	-0.554608
3.91451	1.13893	-0.664125
3.32404	0.657913	-1.27515
3.3136	0.938995	-0.205568
3.66322	1.04181	-0.162535
3.13017	0.92517	0.18433
2.95672	0.470142	0.845992
2.56092	0.931711	-7.02746
3.02507	0.558683	0.514693
4.1682	0.748714	1.87833
3.38631	0.726609	-12.7094
3.30514	0.773033	-4.66331
3.14226	1.02823	0.852447
4.05253	1.34185	-7.36327
3.2821	0.9242	-0.565001
3.31993	1.29702	-0.447246
3.71176	1.23197	2.50204
3.85496	1.10841	-0.451494
4.04875	1.14214	-3.59706
2.90879	1.37625	-3.53693
2.98402	0.650256	-1.34432
3.22603	0.937126	0.438199
3.46667	0.843765	0.59832
3.92985	0.682256	-0.216753
3.33566	1.35118	1.30408
3.38799	0.918794	-2.3732
3.0902	0.851735	0.847151
3.96218	1.20125	0.405307
3.60573	0.882292	-0.450132
2.91832	1.44764	1.02816
4.17418	1.03888	2.76985
3.52193	1.32811	2.49443
3.2496	0.836395	-0.543171
3.34334	0.819781	-0.826924
3.74727	1.68567	12.8697
3.49049	0.591192	-0.0936382
3.27433	1.36085	1.30644
3.87797	0.975192	3.10685
2.92287	0.798212	-1.55002
2.79583	1.16288	-1.27466
3.95474	1.04721	-0.311021
3.58924	1.17952	-1.03632
3.63633	1.49713	-0.161591
3.39206	0.972089	2.50267
3.48943	0.6599	-0.0806252
2.82718	1.33131	2.33997
3.71958	0.905282	0.292713
4.21116	1.10368	6.49712
3.04127	1.54377	1.08519
3.45865	1.61246	-0.500556
3.57224	0.947284	-1.72113
3.51477	1.26095	0.706164
4.01691	0.974593	-17.8611
2.75555	1.3385	-1.85406
3.66069	0.680178	-1.08465
4.45271	0.991601	0.524445
3.9751	0.768423	-6.07748
2.73065	0.937217	-0.292953
3.67433	1.40403	1.1695
3.63901	0.450574	0.303133
3.71379	1.25319	0.0879958
3.78051	0.833714	7.35997
3.39092	1.19189	0.692126
3.68494	1.50239	0.038181
3.87104	1.51225	4.74672
3.68631	0.905628	2.71029
3.65052	0.706906	-1.67443
2.88262	0.69237	9.16265
3.28497	2.15373	2.77173
3.84002	1.35489	-0.413844
3.81029	1.46655	-1.64213
3.11145	1.0116	-5.01915
3.89325	1.29424	-0.744272
3.50457	1.43205	-0.596367
3.14987	0.8484	1.82818
3.54378	0.71592	0.95739
3.61249	0.763504	2.95058
2.98312	0.51903	-1.13699
3.42003	0.869755	-1.71161
3.35499	0.996751	12.9754
3.42349	0.763327	-0.196659
4.26397	1.44818	-0.839698
3.07451	1.36269	1.29787
2.89705	1.44201	0.668123
3.79793	0.721338	6.52675
3.0241	0.638709	-1.26395
2.6981	1.12126	0.0744988
3.67363	1.13842	-1.64217
3.63781	1.09151	2.55997
3.31559	0.70838	-1.1419
2.74131	1.25494	-2.21963
4.4586	1.84344	-0.198743
3.05855	0.650007	0.94378
3.82574	1.02209	0.371432
2.89476	0.889427	-0.354336
2.5288	0.684228	0.189487
3.13231	0.822499	1.1385
4.29301	0.618078	2.23256
3.78411	0.802578	-1.46867
4.23589	1.19233	12.7067
3.61784	0.796313	1.20875
3.97734	0.721474	-3.86791
3.63899	1.04131	0.727717
3.02068	1.35088	1.37856
3.23862	1.22371	9.19467
3.02485	0.512107	0.235218
3.68697	0.608667	-0.580946
3.97775	1.45168	0.143832
3.73106	0.707056	2.58055
4.1332	1.332	-0.0205911
3.24637	1.20538	-0.604834
3.70668	1.17561	-19.0402
3.66967	1.20074	-0.48337
3.61554	1.34527	1.97122
3.33927	0.813869	-2.44279
3.44019	0.908045	-0.0290221
3.48642	0.684189	-3.33708
3.27706	0.723615	-0.726514
3.61891	0.628549	-0.040101
3.81864	1.04973	-1.0756
3.63643	1.32806	0.83301
3.45989	0.889462	-48.6569
2.50303	0.437981	-0.056359
3.68382	1.51695	-1.69309
3.52253	1.08427	1.27544
3.67822	0.933522	-0.303089
3.62763	0.679499	-3.03841
3.3943	0.763403	1.42752
2.57621	0.625496	-1.05468
3.45715	0.829524	0.359428
3.08327	1.27838	-1.07694
2.91827	1.14258	-0.748214
4.30271	0.766882	1.01366
2.80497	1.12472	-0.669835
3.86836	1.83845	-0.985391
3.33866	0.728847	0.0571015
3.63317	0.757407	-1.12855
3.19018	1.01362	-1.12604
3.59203	1.13772	-1.38291
3.40949	1.2957	1.15877
3.08685	0.662948	-0.358164
3.96084	0.849668	6.78587
3.18149	0.72286	0.325482
2.931	1.3317	0.570579
4.03166	1.1035	1.48173
3.33525	1.73767	-24.3295
3.69649	0.505682	2.49007
3.96531	0.92346	0.386274
3.24137	0.946159	1.17548
3.90943	0.388915	1.33425
4.32629	0.555135	0.229594
3.79299	0.953533	64.009
2.98296	1.10451	1.2793
4.06827	1.1853	-0.535628
3.24206	0.664521	0.297125
3.01505	1.01654	-0.940533
4.02792	0.926728	-1.11654
4.25343	0.823876	0.35805
4.20034	1.08601	-0.147051
3.33364	0.980313	-0.210842
3.26615	1.28953	1.37605
4.23295	0.963015	0.598457
3.64089	1.07013	1.01823
2.79871	0.707257	0.467991
3.01157	0.862462	-4.20872
3.83329	1.39871	0.168776
3.49478	0.937048	1.98395
4.68671	1.03461	6.28858
3.12363	1.03015	4.71755
3.53653	0.926881	0.0341621
3.51648	0.66777	-2.11981
3.18147	1.73404	0.301847
2.72885	0.99874	-0.51999
3.41142	1.14781	-0.485696
3.67598	0.764956	3.52174
3.65611	1.17353	0.316416
3.61201	1.56188	-0.930225
3.53872	0.67546	6.82268
2.99508	1.34334	0.480677
4.10895	1.18271	0.32508
3.25656	0.504221	0.489776
2.90735	1.10604	-0.428184
4.18424	0.877081	-0.269332
4.18504	1.07633	1.92528
4.54892	1.17274	0.467005
3.19954	0.835561	-1.28751
3.03435	1.00501	0.604621
4.2191	0.906034	1.47046
3.82178	1.25854	0.173581
3.94953	0.778186	0.428516
2.74016	1.14529	-0.240348
3.36442	0.745059	-1.70556
3.19636	1.11341	2.85665
3.75154	1.01673	1.02335
3.68007	1.15359	1.5069
3.6261	1.49582	-1.08661
3.59379	0.688069	0.124853
3.50948	1.07094	-0.810243
3.1493	0.584834	-3.82383
2.49624	1.07182	0.418869
2.82131	0.72744	7.91812
3.66214	0.793034	-1.4537
3.64143	1.20037	-2.06446
3.39205	0.945636	-7.44442
2.79844	1.23878	-0.330959
3.38374	0.775062	0.074976
3.49575	0.819009	-1.35371
4.22747	0.678345	0.757889
3.77416	0.856393	0.48908
3.45172	0.624394	0.772997
3.07554	0.700972	0.000379056
4.20202	1.13167	-0.376493
3.79575	0.633195	1.12537
3.28939	0.756108	-0.316515
3.61526	0.367451	-0.986761
3.27019	1.16235	-6.06613
3.22548	0.86568	0.901596
4.63299	0.740113	-1.14663
3.97183	0.923887	-0.424841
2.75811	0.993804	-0.531843
3.26116	0.908896	-1.30801
2.83878	0.806845	-1.2497
3.23853	0.946634	-0.0136024
4.22344	0.920168	-0.0297092
3.20202	1.86582	0.886717
3.53737	0.943079	-0.00847955
3.52687	0.689064	0.786038
4.4081	1.30995	1.15851
3.6113	0.611192	14.695
3.65891	1.02155	-0.381779
3.69526	0.560986	3.06
4.0126	1.40022	2.0772
3.06231	0.78609	0.820021
3.29392	0.858149	-1.44943
4.40031	1.9949	1.8053
3.02438	1.15783	-7.34307
3.31463	0.943731	-7.43797
3.42135	1.56286	0.979964
3.56966	0.808245	-8.32856
3.96175	0.769058	2.22892
3.55257	0.702455	6.84548
2.7265	0.937838	0.331846
3.74263	0.717513	-0.897819
3.64869	0.80736	0.0322907
3.7278	0.583763	0.351037
3.04805	1.47573	-2.39284
4.19797	0.991039	25.6179
3.01477	0.563879	0.414316
2.58364	0.947144	-0.274801
3.43477	0.600357	-1.46318
3.88512	0.494406	-3.79052
3.91844	0.632918	-1.67917
4.09826	0.677273	3.42865
3.3589	0.674544	-4.17657
3.39868	0.905221	1.474
3.6207	0.981367	-2.93092
3.36944	1.25663	1.4582
2.82465	0.83006	-4.64212
4.0829	0.928515	-1.79249
3.29009	1.29259	-22.0909
3.87371	0.504128	-1.59144
3.92654	1.00813	-8.33565
4.32599	0.791314	1.36329
3.29906	0.957021	0.121913
4.06758	1.07097	3.79375
2.85389	0.83931	-0.423977
4.20156	1.22636	-1.10246
4.57527	1.25368	1.4489
3.45912	0.500302	1.71082
3.40404	0.472291	-1.14821
3.83723	0.744893	1.58766
3.90072	0.85786	1.36522
3.06291	1.25294	0.0408927
3.25829	0.927497	3.75604
3.738	0.698304	-0.19623
3.80527	0.850316	-0.405184
3.06187	1.18597	0.620172
3.59112	0.66151	-0.731769
3.26481	1.42101	48.3064
3.57994	0.69954	3.21112
4.03441	0.786777	0.729292
3.02433	0.576485	-1.98682
4.06613	1.14504	-0.480574
3.93961	1.07534	-1.01316
3.76559	0.538975	-0.660871
3.50456	1.06567	-1.37119
