Uniform	Exponential	Cauchy
3.66928	1.13107	-1.60123
3.46279	0.95359	-0.244955
3.34278	1.18741	0.319308
3.62519	0.94922	-7.63184
3.53952	0.961719	-0.206693
3.52592	0.988996	0.326991
3.14462	0.839016	-0.99331
3.59352	1.0979	1.87337
3.45151	1.15901	-0.731963
3.34028	0.912765	-1.36667
3.34781	0.869482	-1.42249
3.36219	0.749681	1.59229
3.62148	0.893741	-9.40783
3.44913	0.928386	-8.47085
3.53625	1.00366	-1.8027
3.43269	1.14127	1.28605
3.51304	1.05955	23.2822
3.69944	0.968061	-0.274061
3.06792	1.01063	-0.661568
3.27372	0.976742	1.33981
3.44511	0.962306	-0.27807
3.67442	0.925064	-0.479227
3.49696	1.17687	-0.691146
3.37616	0.968183	-1.2684
3.15097	1.04104	-2.19395
3.50613	1.01915	-1.57531
3.31741	0.972054	0.130547
3.53345	0.854849	0.26345
3.2792	1.15563	1.23146
3.65883	1.04195	-0.620858
3.41902	0.886644	0.620015
3.43807	1.03828	0.255077
3.37708	0.870188	0.485719
3.57371	1.1204	-1.15162
3.39589	1.20304	3.02816
3.48475	1.20723	4.11904
3.29711	0.986433	-0.486513
3.26566	0.977882	1.07299
3.59847	0.838553	1.45714
3.4709	0.89787	11.8041
3.3672	0.972517	-0.451834
3.61267	0.860455	0.108118
3.51967	1.07627	-0.529007
3.43504	1.02881	-1.05296
3.71525	1.18816	1.73862
3.52836	0.891513	1.67472
3.60554	0.991729	-5.59952
3.5738	1.0104	-0.143409
3.43867	0.936241	-0.487879
3.70858	1.15123	0.231979
3.18129	1.12619	0.22945
3.6281	0.917394	-1.128
3.35953	0.981356	-0.73532
3.49234	1.05017	-0.58758
3.78319	1.11163	-0.324126
3.5791	0.974279	-76.2639
3.4559	0.971056	10.8496
3.32801	0.933965	0.854879
3.48707	1.03507	-1.09843
3.69466	1.01366	0.750221
3.36006	0.996029	-4.60226
3.73512	0.998522	5.13625
3.62384	1.05496	1.95939
3.46681	1.05579	0.19484
3.36414	1.04756	-1.22602
3.55267	1.04786	2.03872
3.47295	1.112	-0.361006
3.43097	0.944268	0.580002
3.67392	0.932425	1.02932
3.3644	1.05374	0.702846
3.57413	0.988929	0.0906445
3.45738	0.853172	-5.32321
3.60127	0.71633	0.347632
3.49163	1.00604	-1.06656
3.64828	1.12831	0.909408
3.5556	1.09952	-17.5951
3.53605	1.03161	-1.01205
3.64443	1.02928	2.41389
3.16789	0.907909	10.3757
3.53248	0.831639	2.19779
3.68781	0.899849	2.06586
3.57166	1.10361	-2.36249
3.46787	1.01014	-0.685233
3.44433	1.05727	3.06906
3.43829	0.983032	-0.709841
3.30041	0.897449	-4.58504
3.63717	1.03378	-0.900926
3.43398	1.05382	-0.450612
3.39496	1.10718	-0.00848543
3.55574	1.01037	-1.51828
3.48207	0.833512	0.201149
3.29314	0.931988	0.903231
3.68653	0.906516	0.722618
3.651	0.91322	0.500228
3.40147	0.998996	-0.0475303
3.44101	1.05697	-3.10812
3.19086	1.09471	1.97177
3.38965	0.960631	3.1402
3.51508	0.977166	1.52575
3.40937	1.1285	-1.44422
3.486	1.09058	-0.0118432
3.51902	0.992927	1.22877
3.28498	0.901495	-0.166427
3.57517	1.09688	0.647864
3.66493	0.875508	-79.6518
3.27671	0.995942	0.638869
3.67124	1.05009	-2.26586
3.48095	1.02742	-1.65161
3.85465	1.10286	0.352343
3.37024	1.04682	1.35447
3.4621	1.00045	-4.88154
3.58385	0.97352	3.64069
3.53028	1.13729	-0.983448
3.33062	0.967899	0.146335
3.81959	0.788763	5.89969
3.72383	1.19013	6.09437
3.41468	0.814713	-0.611451
3.53031	1.00221	0.0575135
3.18091	0.96146	-2.58081
3.35168	1.0762	1.07509
3.55438	1.08209	0.977575
3.45646	1.0267	-0.402143
3.45647	0.969381	19.485
3.35748	0.859316	-0.239082
3.61223	1.09799	0.467649
3.42977	1.18727	-5.45615
3.36494	0.971307	-4.35688
3.79011	1.13838	0.189853
3.21771	0.915261	-4.51518
3.6098	1.05674	0.0699215
3.54626	1.07369	-0.0763261
3.60849	1.03602	0.329807
3.56512	0.900303	-1.32014
3.62725	1.15869	1.49549
3.79291	0.828596	0.839883
3.4051	0.99392	-0.30007
3.15066	1.03239	-4.0469
3.5339	1.03415	10.4597
3.34028	1.01591	1.89591
3.5924	0.879428	-6.51559
3.28875	0.858086	-0.936209
3.51075	0.912507	-0.31955
3.6567	1.18285	2.7496
3.64295	1.11221	2.3887
3.19842	0.890179	-0.363153
3.5751	1.0365	1.76684
3.57374	1.02231	-4.24456
3.52353	0.939578	-0.522351
3.50018	0.968607	1.03369
3.12707	0.803305	-1.84722
3.59741	0.788347	-1.42433
3.66425	1.09195	-1.10237
3.46417	1.06823	-48.7211
3.42629	1.18233	-0.42187
3.54091	1.16312	10.0668
3.503	0.956796	-1.1104
3.8002	1.15293	3.81875
3.53933	0.959274	8.6704
3.61953	0.917568	-3.62673
3.64598	0.850416	-20.1075
3.53018	0.85241	-0.674231
3.3985	0.744119	0.435981
3.34834	1.14014	-0.0397384
3.28492	1.06362	0.164069
3.33369	0.830424	-1.59533
3.51267	0.870572	1.09519
3.43327	1.00169	0.24012
3.56165	1.07851	-2.84132
3.35726	0.78924	-3.80639
3.62067	0.900024	-1.21625
3.59624	0.981034	0.737434
3.27057	1.01299	0.191013
3.47799	1.05958	51.3497
3.42802	0.949973	1.29557
3.92496	0.928985	-1.70739
3.33969	0.84877	1.11237
3.66215	0.857034	0.662114
3.56746	0.923697	-0.655119
3.38797	1.14756	-0.991804
3.58087	0.910327	-10.3915
3.7594	1.07109	0.188963
3.42403	1.01891	0.191537
3.30565	0.867172	0.631093
3.54986	0.986397	-0.343257
3.47315	0.812681	-0.274755
3.46527	0.931508	-8.5421
3.61768	1.04533	-17.3056
3.60682	0.934414	8.33375
3.49788	0.913798	-3.67785
3.61713	1.10825	-6.77189
3.63776	0.903552	-27.1697
3.46785	0.894137	1.54479
3.61382	0.948369	0.945163
3.42632	1.00221	3.64901
3.53603	1.07048	0.102494
3.73821	0.872953	-0.454162
3.62981	0.957819	-6.70576
3.59964	1.07393	-1.30729
3.48992	1.20132	1.4359
3.41794	1.01599	-0.00718894
3.61483	1.07891	-0.126029
3.61091	1.18286	0.115106
3.44408	1.2775	-0.0456524
3.12031	0.756411	-1.7779
3.65889	1.22386	-4.02972
3.71616	0.908383	0.993123
3.71988	1.17179	-1.59439
3.44389	1.11386	0.160973
3.40391	1.05193	-2.05768
3.41774	0.940965	-1.25881
3.4153	0.988725	2.00749
3.33882	0.869953	-115.392
3.48516	0.891153	-0.173454
3.66788	0.936627	-0.475728
3.58559	0.877805	2.0201
3.40783	1.08169	0.899624
3.52395	0.944387	-1.32574
3.45241	0.989749	2.02765
3.49565	0.883381	-1.01003
3.48282	1.06342	1.97435
3.51217	1.03619	-0.0632761
3.29521	0.969218	8.0518
3.43436	0.8969	1.5336
3.71736	1.03455	0.625187
3.37924	1.1169	-1.28481
3.42404	0.874974	9.06378
3.13188	1.15127	3.89279
3.33598	1.15628	-0.991827
3.53226	0.938908	16.052
3.73841	0.97669	3.82684
3.5702	0.947811	-0.500198
3.28075	1.05464	-1.47455
3.45976	1.04858	-0.134811
3.56999	0.952412	5.49779
3.37785	1.08908	7.05469
3.54577	0.867994	2.5932
3.78994	1.0777	12.4266
3.47638	1.01297	3.45277
3.64921	1.06531	-2.20935
3.54027	0.994221	-0.974139
3.5437	1.04173	-0.742717
3.40869	1.14242	0.00952
3.42908	0.888903	1.38494
3.57086	1.10767	0.28475
3.37344	1.22602	-0.381445
3.49362	1.10844	1.05359
3.6032	1.06182	1.01622
3.38362	1.01533	-0.182769
3.47799	1.0496	-3.38758
3.62068	0.921943	-56.9529
3.48532	1.31465	0.432335
3.55664	0.986665	0.986473
3.58437	1.06486	-0.751526
3.5752	0.829938	-0.4232
3.59133	1.08313	-1.48203
3.58354	0.994913	0.173378
3.58708	0.99401	2.00586
3.45765	0.855669	-0.288009
3.44132	1.15332	-0.0645325
3.43884	0.949258	-1.16397
3.33546	0.982214	4.2642
3.38	1.03751	-0.774357
3.47992	1.18281	-2.59855
3.46548	0.788882	-0.600611
3.45975	0.986221	1.05709
3.37972	0.993378	-1.42752
3.35574	1.07793	0.249773
3.22534	0.884483	0.126357
3.67652	0.946365	0.0297008
3.34198	1.05025	0.182925
3.45042	0.839466	-5.31571
3.75341	1.11193	-1.0889
3.41406	1.12892	-0.464293
3.42079	0.939053	2.93973
3.59806	0.916718	-0.0298353
3.556	1.07113	-0.436419
3.5484	0.812495	-0.237363
3.74959	1.02637	2.40387
3.43542	0.990844	12.8914
3.59384	1.00212	2.21455
3.44047	1.02387	-0.425997
3.53199	0.766725	-1.16137
3.37378	0.80473	1.36903
3.54068	1.09399	0.37005
3.46521	0.994518	0.0798748
3.8033	0.895956	1.6871
3.43288	1.08193	0.738615
3.35782	1.03724	-8.99461
3.37304	1.0295	1.13715
3.35333	1.10918	-5.0837
3.62765	0.87887	-0.438593
3.57543	1.00586	1.151
3.42455	0.941053	-0.390499
3.50131	1.09311	-0.755612
3.49841	0.95859	194.691
3.47117	0.995662	1510.71
3.23878	0.980347	0.38423
3.46339	0.872701	-1.39652
3.62501	0.949548	1.90416
3.2367	0.969927	0.355605
3.24595	0.999117	-0.780309
3.60333	1.31733	-15.5515
3.51572	1.10247	0.75392
3.57282	1.06553	0.736403
3.3851	0.913583	0.781068
3.5572	1.08895	-0.629748
3.41132	1.14795	-1.22897
3.30374	0.899722	1.26144
3.38736	0.962366	-0.573149
3.67246	1.02873	2.16683
3.29517	1.13845	0.978427
3.50123	0.942517	-0.0631736
3.43542	1.09467	0.216737
3.65223	1.06783	0.0471554
3.54977	0.987324	-0.780024
3.25913	1.04341	-0.0262669
3.28984	0.984465	5.87056
3.3453	0.862286	-0.371997
3.40047	1.06504	0.953047
3.259	1.00463	-0.242406
3.47287	1.17506	0.538429
3.47248	1.04568	-0.222569
3.38702	1.11188	-2.12047
3.5674	0.933118	9.82942
3.35032	1.05183	-0.892711
3.68005	1.02923	-1.38082
3.50345	1.08787	-0.313909
3.70553	0.94576	1.98408
3.55215	1.00344	5.90929
3.6107	0.886203	0.182609
3.54708	1.03442	-0.255902
3.63178	1.0402	-19.251
3.27248	1.09073	0.63103
3.38286	0.981804	-0.674445
3.36707	0.845626	-1.17489
3.72787	1.17099	1.4717
3.48946	1.00235	-0.947953
3.51879	1.10707	0.52892
3.50333	1.16432	0.00190231
3.32914	1.07494	-0.20027
3.29584	0.830786	11.7107
3.41224	0.979931	-0.0673799
3.30638	0.938201	-12.0899
3.28968	0.848256	1.56317
3.38065	0.8835	-0.221069
3.57622	1.18144	0.29613
3.3286	0.991629	1.14608
3.42294	1.16596	-12.5296
3.45285	0.99259	1.15418
3.71155	1.06848	-0.972898
3.32779	0.796204	-0.071505
3.50829	0.928195	-1.16737
3.54736	1.01309	-0.466216
3.5367	0.996679	-1.73435
3.47342	1.13489	-0.750922
3.30441	0.938657	11.2521
3.40422	0.915612	-20.1712
3.31975	0.991717	-4.19437
3.44634	0.966947	0.952414
3.15988	1.05213	7.79063
3.41144	1.0734	-2.23256
3.65286	0.964349	-1.70045
3.27245	0.877471	-0.494859
3.31179	1.12234	0.891789
3.50227	1.08488	-3.06648
3.41012	1.06233	-1.80421
3.63114	0.963729	-0.341835
3.66285	1.15935	3.35173
3.34734	1.04971	3.12198
3.42914	0.903897	0.0169398
3.4789	0.936423	-2.65029
3.32774	0.95729	0.152514
3.2325	0.86358	-70.6878
3.65725	1.03059	-0.0765638
3.62893	0.879103	1.18426
3.73923	0.982254	-3.69763
3.51277	0.826468	2.16013
3.45275	1.04619	2.85089
3.27721	0.902856	1.38259
3.45481	1.04264	-0.33599
3.53324	0.854819	-1.0668
3.53201	1.27691	1.56485
3.51577	1.09569	-0.482778
3.60429	1.19455	-0.284823
3.45736	1.02401	4.09204
3.4028	0.937075	3.06677
3.52375	1.01785	-85.0367
3.66915	1.02086	-0.37887
3.6434	0.880477	-0.473462
3.57478	0.92266	-0.822153
3.27683	0.835959	1.90347
3.63421	0.993808	-0.373971
3.70954	0.936971	-0.61352
3.58749	1.06531	0.182875
3.41574	0.95197	0.181057
3.4522	1.03837	5.90896
3.2784	1.07594	1.08822
3.4967	0.855009	0.242853
3.61436	0.972578	0.569789
3.56192	0.864736	0.431579
3.64148	0.911791	0.742851
3.65953	1.10086	0.682951
3.48821	1.01895	1.69241
3.6506	0.884844	-2.92065
3.7342	0.943009	0.126832
3.90914	1.04984	0.0518994
3.58372	0.956096	0.685341
3.55105	0.949522	1.14436
3.4622	0.971003	1.08599
3.55956	1.01457	-0.0451319
3.53915	0.92263	-0.154249
3.56424	0.891582	-15.3223
3.56943	0.915251	0.193777
3.78119	0.749286	-0.990038
3.45757	0.871805	0.0345421
3.498	1.01898	0.589874
3.48876	0.898804	0.282635
3.58778	1.01394	-0.987874
3.43272	0.881409	-0.732711
3.46234	1.17964	-2.79247
3.51567	1.01621	-0.122929
3.52534	1.17553	-12.3064
3.31819	1.00682	0.407958
3.86214	1.0507	0.320581
3.39564	1.03865	-0.855601
3.55369	1.09012	-1.61436
3.38067	1.01682	-5.34227
3.67775	0.970061	-0.598161
3.5659	0.793908	2.25629
3.36131	0.858732	-8.00436
3.5279	0.907311	-0.547695
3.32415	0.987813	0.263842
3.74217	1.29225	970.313
3.75395	1.02477	0.524143
3.6018	1.01254	2.47275
3.82933	0.95167	-1.54863
3.69096	1.21228	0.385174
3.25793	0.983478	0.243346
3.47763	0.943422	0.0843279
3.57245	0.981182	-0.812598
3.47814	1.0573	0.0035167
3.42834	1.04155	0.741163
3.35959	1.08464	2.09777
3.52246	1.03199	0.740683
3.43426	0.957058	-4.54747
3.6032	1.03048	-0.271998
3.71361	1.02235	-1.65147
3.46779	0.815116	0.17918
3.3775	1.14512	2.77697
3.44386	0.951691	11.8933
3.47795	1.10567	0.620583
3.37768	0.885411	-0.408587
3.68452	1.14431	-0.275929
3.50247	1.03881	0.965388
3.54216	1.02491	0.30015
3.68593	1.07674	-1.59957
3.65022	0.975653	-0.918039
3.50701	1.16137	-0.231381
3.3851	0.931137	0.175663
3.43745	0.891569	7.16573
3.3767	0.947758	3.53822
3.4047	1.07566	-7.31103
3.61264	1.04306	-0.304883
3.68849	1.03313	-1.46639
3.63225	0.949276	-2.43823
3.4541	1.02226	-7.09604
3.48557	0.988752	-1.1462
3.55103	1.13508	0.141718
3.37099	1.14278	2.79065
3.70691	0.978838	4.42734
3.92851	0.976393	-0.0732436
3.5719	0.944158	-0.455355
3.7036	0.988284	-1.21089
3.16974	0.947379	-0.999959
3.46029	1.09246	6.11534
3.3375	0.822407	-0.0219163
3.51003	0.948835	0.0269843
3.33672	1.06266	-5.83605
3.68651	1.16316	-1.18782
3.59444	0.999609	0.299993
3.68457	1.03688	-1.18867
3.53347	1.02533	-0.815459
3.64487	0.836156	1.31302
3.67693	0.895873	2.34219
3.50411	0.792094	0.190186
3.31301	0.78226	0.767219
3.69396	0.969494	2.47869
3.23149	1.01302	-0.806719
3.51007	0.898713	-28.574
3.59445	0.943392	0.7595
3.48597	0.977234	0.992795
3.72957	1.02477	-43.6074
3.44465	1.01887	-0.873543
3.43472	1.03059	-0.302728
3.51421	1.02899	0.0170881
3.4088	0.922171	0.425014
3.28212	1.1101	-13.9378
3.62437	0.968379	1.71381
3.62578	1.03264	-2.12091
3.48331	0.974273	-2.35136
3.64565	1.0727	0.911598
3.34774	0.865728	0.0738257
3.29021	1.0859	-0.610723
3.564	0.911274	1.0314
3.4004	0.934112	0.447832
3.49837	0.891988	1.86521
3.66464	0.90022	0.315085
3.52914	0.893747	-0.696436
3.51341	0.997523	0.86368
3.44002	0.948777	0.00194376
3.39615	1.04402	-0.092726
3.38613	1.05838	0.98126
3.42101	1.04422	-3.86396
3.35422	0.91541	-0.423079
3.45182	0.946074	3.13267
3.56483	1.13443	-0.508887
3.34428	0.875374	-0.812528
3.66468	1.07689	-12.6067
3.41731	1.23034	0.628581
3.38336	0.997574	-2.70367
3.69327	1.08694	-0.161244
3.37946	1.02656	-5.0926
3.55435	1.09047	2.93303
3.67666	1.06844	7.03109
3.35055	0.811427	-0.861524
3.49131	0.923909	1.20721
3.40799	1.06686	0.388487
3.3288	0.911199	-0.218702
3.57471	1.04982	-0.077156
3.62685	1.07648	-1.38605
3.45405	0.93076	-0.222516
3.24932	1.10582	3.19352
3.1645	0.929838	-1.0642
3.48541	1.04636	3.78416
3.47756	0.993222	1.29888
3.68449	0.956244	1.09972
3.82414	1.07816	0.0399686
3.65779	0.915667	1.69782
3.57264	1.02136	-4.69844
3.40394	1.02426	-1.39796
3.87055	0.985948	-0.797526
3.46595	1.01242	-1.98113
3.45463	1.06927	0.333703
3.35341	0.922247	-1.31616
3.12291	1.10637	-1.22573
3.31394	0.974827	8.89719
3.22497	0.981373	-3.55425
3.66417	0.986374	1.67118
3.46553	1.0916	1.35971
3.54097	1.03885	-1.17359
3.32941	1.18889	3.84389
3.45974	1.04573	-0.429971
3.2242	0.989613	-1.22582
3.51697	1.09736	0.365744
3.25042	1.12231	2.57334
3.60053	1.0511	0.450459
3.59709	0.982536	1.82667
3.42147	1.13347	-0.90978
3.37407	1.22154	2.45082
3.60714	1.17087	-0.392928
3.5305	0.951436	-3.04294
3.44638	0.90425	-0.117703
3.57238	1.08332	0.204718
3.55273	1.05462	-14.6898
3.38024	1.13677	2.27829
3.41322	0.998042	-0.461586
3.49138	0.882562	19.6637
3.31526	0.988024	0.270068
3.79923	0.916823	3.25176
3.74552	1.02452	0.839551
3.58589	1.03881	-1.20589
3.2302	1.07041	-0.0741615
3.59196	1.07494	0.266411
3.43691	0.987968	0.312881
3.19132	0.88179	-3.07655
3.43424	1.00416	-3.37427
3.62641	1.06508	4.23043
3.70568	1.06624	-0.384781
3.47335	1.01955	32.7942
3.69073	0.981456	6.91526
3.59404	0.949066	4.71542
3.57625	1.11308	-0.187786
3.64595	1.10705	0.0519794
3.53745	1.05337	8.82577
3.65854	1.06948	-0.883241
3.27833	0.877729	0.317636
3.44845	1.04203	-1.02658
3.69726	0.970684	-0.0246681
3.48392	0.936925	-0.130642
3.60429	0.963657	0.504026
3.57231	0.891232	-0.922854
3.24235	0.976324	0.54325
3.48255	1.12928	17.2008
3.71544	0.916046	1.64367
3.8281	1.04948	-4.39574
3.9027	1.04799	0.437955
3.52378	1.06049	-0.470019
3.43781	1.03242	-0.272526
3.39348	1.065	-3.40648
3.35934	0.967039	-2.07215
3.39387	0.989267	-3.92539
3.33802	0.996676	-6.22588
3.6326	0.96983	-0.435096
3.66302	1.23625	-0.869732
3.24764	0.895995	-0.560482
3.36993	1.20733	0.334951
3.42779	0.969022	0.300129
3.26896	1.11305	0.466896
3.24269	1.04871	1.82399
3.48268	0.966034	-1.98153
3.46388	0.996783	-26.0964
3.32833	0.99729	0.581233
3.34667	1.0684	1.83413
3.8307	1.19982	0.860401
3.6561	1.07439	3.21447
3.52699	1.1316	-1.89849
3.60828	1.08634	1.91939
3.82637	0.952471	0.221769
3.41186	0.865138	-3.7326
3.21219	0.900659	-0.290235
3.58259	0.681302	-1.6035
3.62594	1.06378	46.7079
3.16726	1.03293	-0.647893
3.59782	0.969898	-0.320994
3.50142	1.02033	0.766011
3.53927	0.821399	7.85046
3.48893	0.933939	-0.769432
3.63893	0.943701	-0.229794
3.42919	0.984011	-3.95718
3.30416	1.0989	0.6362
3.38165	0.953269	-1.12516
3.36591	0.94673	1.96773
3.54507	1.01157	-1.61527
3.61572	1.10223	-21.8697
3.44262	0.97946	0.992317
3.71925	1.01022	-2.90295
3.34197	0.842963	-3.48151
3.45158	1.0822	0.388782
3.80286	0.995804	-0.935345
3.67532	0.865995	-0.346342
3.53299	1.10368	-0.00661972
3.63337	1.03251	0.284879
3.49632	1.14268	0.00565725
3.4038	1.1175	-5.31731
3.30596	0.988793	-2.1454
3.61532	0.802249	-0.69228
3.44753	1.06075	-0.044389
3.34746	1.1406	0.273666
3.21668	0.79334	-0.923421
3.64038	1.05291	-2.08556
3.36814	0.852158	-0.320349
3.36493	0.931725	-0.673301
3.46158	0.933768	-1.01783
3.35467	1.11923	-0.395885
3.55325	0.912973	-0.274403
3.57689	0.996602	-0.208792
3.72026	0.914201	0.0424316
3.37079	0.849553	-1.86087
3.26793	1.06113	0.369576
3.80663	0.91004	-1.56536
3.2587	1.00418	-14.9931
3.37056	0.913083	0.716135
3.41466	1.01355	0.239132
3.60528	0.872683	-1.06209
3.48362	0.963745	0.3362
3.38801	0.856913	-1.22247
3.32238	1.0783	3.9737
3.60252	0.873618	2.87161
3.53876	1.10228	-0.858613
3.81303	0.931064	-0.216881
3.69758	0.880527	0.8812
3.47345	0.923126	-0.810595
3.48359	0.987841	0.014106
3.50641	0.958756	0.0579927
3.62829	0.957881	0.867068
3.76197	1.06318	-0.431024
3.4951	0.902602	-0.605829
3.71695	0.872125	1.49772
3.68137	1.06452	-0.00805538
3.60163	0.991669	-1.01385
3.33333	0.864421	2.04502
3.69107	1.09786	-1.8512
3.48392	0.98733	4.1306
3.32437	0.95988	34.774
3.36129	1.0361	-0.779204
3.36582	1.19109	-0.662813
3.37933	0.974339	-0.813625
3.79776	1.02905	-1.24873
3.50975	1.05669	-0.393144
3.43562	1.02333	1.57236
3.44853	0.935654	-0.653692
3.48154	1.24905	-0.858574
3.47773	1.0037	1.02575
3.53364	1.02007	-0.135311
3.68728	1.15833	-9.17847
3.4439	1.17504	1.03023
3.60913	0.949263	-0.346683
3.46821	0.917681	-0.191102
3.52992	0.968155	1.05261
3.72822	1.07075	0.836062
3.53627	0.920704	-1.06371
3.45501	0.924649	0.297595
3.56025	1.0804	0.667709
3.66087	0.943408	-0.746787
3.38083	0.890002	0.313761
3.48566	0.90125	-0.149296
3.55027	0.994372	6.35023
3.34071	1.0419	-4.40519
3.60297	1.08142	1.35542
3.72327	1.09456	1.38767
3.36726	0.895295	27.1692
3.50091	0.944704	0.858573
3.48911	0.897978	-0.0289944
3.31565	0.9591	0.406874
3.53994	1.00708	-0.334144
3.33365	0.881742	-0.0726793
3.41905	0.92679	-2.88394
3.31678	0.942117	-0.616059
3.52427	0.95092	0.412219
3.31851	0.929614	-4.88167
3.55312	0.951857	1.92037
3.3571	0.866395	-0.188138
3.55952	0.885743	-0.621211
3.39489	1.15535	0.135612
3.57988	1.00466	3.4477
3.50337	1.09675	-3.00718
