Uniform	Exponential	Cauchy
2.78435	1.14283	-3.60768
3.39001	0.510849	0.350952
3.2997	0.575536	0.579403
4.70369	2.53974	0.0929003
4.88552	0.220292	-2.25342
3.93868	1.38424	-0.507935
5.03987	0.166201	0.402632
2.7828	0.451894	1.16393
3.32472	0.695398	0.502971
3.98787	0.946041	-0.3282
4.9841	3.74648	10.9071
3.27924	1.80673	-0.249501
3.83703	2.22083	-0.44417
4.35224	1.3067	0.506434
2.90645	1.24659	0.682312
3.25592	0.10593	2.80987
3.4011	1.04922	3.1093
1.13604	0.498374	-2.36961
4.90215	1.7754	-0.788978
1.91285	0.918986	-0.976761
4.20556	1.04763	-0.0296984
4.57321	2.18281	-1.29513
2.33308	2.17713	4.70579
1.73766	0.7894	4.76463
1.65818	1.46854	4.92551
5.71469	1.28032	-0.945336
3.62248	0.466687	0.887412
1.87863	1.10958	0.543879
3.17676	1.42788	10.7746
3.7225	1.62463	-0.662293
2.71785	1.64264	-1.15887
3.9704	0.85974	1.61703
5.06686	0.251845	0.394671
4.12734	0.789398	-0.706632
3.9199	0.814576	0.972829
3.5525	0.342091	0.132069
3.48325	0.937887	0.690788
1.62966	2.1524	2.51631
1.77934	0.863187	-1.21165
3.75632	0.316319	0.518914
2.28811	0.92465	-0.309757
2.37159	0.156721	-2.10807
1.89222	0.0896832	-40.4259
2.09582	0.0948565	2.10914
5.56051	0.804203	-1.66059
2.57947	0.317894	5.61741
3.67839	1.46767	-1.16658
3.48296	0.688067	4.53478
3.07806	0.183168	-4.58086
3.07504	1.29619	0.669888
2.10659	2.10589	-0.437501
5.49859	0.854315	-5.14959
3.28316	0.106862	0.610745
4.87531	0.939163	1.75356
4.33355	1.97074	0.761171
2.98487	1.40534	-0.0452618
2.56244	0.903857	1.04906
4.9493	1.07342	3.31452
1.8535	0.914572	-0.220559
3.18545	0.88919	-0.645505
2.10966	1.52079	-0.180479
5.67222	0.114094	-0.084846
1.5082	1.28383	-0.666267
2.44469	1.44186	0.292817
1.70856	1.22771	-0.266883
1.61539	0.458526	-2.347
2.08664	0.379057	-0.480246
3.38753	1.39644	-9.32023
3.46359	2.52876	-3.45812
3.0329	0.944848	-0.718221
4.74757	0.528521	1.94005
5.03656	0.84035	0.888874
5.32294	0.458519	-1.30971
4.2536	1.60581	0.888785
2.62656	1.71799	0.863811
4.98325	1.23281	-0.584303
4.1796	0.902073	-0.92805
4.65971	0.611432	-0.262262
5.24371	0.94957	-2.70458
2.51515	0.846991	-0.115179
3.90264	0.42771	-0.878378
2.53096	0.772889	-3.42293
4.20649	0.377965	-1.91227
4.51134	0.278184	4.82612
2.34223	2.02138	-0.968723
2.75587	3.24403	-0.511282
5.7066	1.46528	5.03576
4.45334	0.540813	1.42611
3.16854	0.0781253	-0.822712
3.25938	0.407487	56.4244
2.43824	0.849962	6.42904
4.05898	0.770126	0.549997
3.34565	0.858762	0.290693
1.96883	0.668969	-4.22161
5.3194	0.457144	0.014623
4.33173	1.31366	3.15514
5.10859	0.534964	0.0134734
3.73766	0.798307	-0.321495
3.77641	0.48637	-0.142485
3.22841	0.832702	0.432673
2.50243	1.89007	0.473373
2.3692	2.02414	-0.966664
4.85617	1.29018	0.315001
3.18304	0.691805	-1.82624
1.85922	2.30203	-1.25911
4.23043	0.327669	-2.12266
3.55908	0.506984	-3.46903
3.38499	1.04133	1.54441
5.52964	0.995469	0.092048
4.41805	0.595993	0.682887
4.53998	0.692536	0.585312
3.99463	0.926193	-0.226036
3.75299	0.708886	-0.553395
4.03725	0.67627	4.84352
3.70292	2.45108	1.85045
2.38988	2.02732	1.19007
3.24009	0.924008	2.81906
2.87593	0.143467	1.47518
2.2197	0.594794	2.90115
5.07215	0.246567	0.869246
2.86061	0.430165	-3.20391
3.10481	0.56747	-18.824
2.6311	0.813527	-3.03965
5.52047	0.62882	0.0311258
4.26717	0.767128	1.03687
4.10669	0.825027	3.8543
1.9434	0.601794	-2.02635
3.06751	2.11426	-0.200337
3.35554	1.63665	-0.403697
3.63557	1.19793	-5.60215
2.51188	0.152252	-3.20871
3.28168	1.14204	0.71055
4.65119	0.701262	0.296752
3.72916	0.273711	0.121396
3.00677	1.2447	4.68671
3.87428	1.35956	-0.0291742
2.52914	1.75339	-0.523894
3.64582	0.411919	-1.84747
3.88619	2.10854	22.6154
1.81124	0.979915	1.19967
3.1154	0.624236	0.613773
1.56985	0.768095	9.74086
2.05434	1.71701	2.06363
4.59368	0.156212	3.52216
3.7846	0.981388	-2.66548
4.42633	1.19082	27.3774
2.7622	0.86923	-0.664296
4.08215	0.608212	0.183263
3.35992	0.577689	-44.9776
3.36985	0.887446	-3.31206
3.31195	0.822771	0.134949
2.27419	0.507552	0.826775
2.93784	0.215607	-0.290026
3.85869	3.56733	0.661074
2.7551	0.567884	0.707096
5.10525	1.29079	3.33262
2.20153	1.30188	2.49561
3.69893	0.471722	8.41605
2.02837	1.97179	-0.3481
2.628	2.74525	-2.00673
4.15327	0.582839	-0.00389765
2.54055	0.720953	-0.252203
2.35014	1.15463	2.49685
4.33532	1.25559	-2.01752
2.38752	0.710227	1.12959
2.03013	0.319525	4.06565
3.70429	0.941007	1.24
4.42742	0.00556839	-0.356874
4.34281	0.404106	-5.20073
2.17275	0.515734	1.8237
2.36709	0.513204	-2.07902
3.48358	1.91009	-0.261187
3.91188	0.42773	0.337045
3.92779	0.834175	-0.0613902
4.18678	1.39521	-3.07579
5.28431	0.439004	-0.166746
4.85613	1.19842	-1.45114
5.66162	0.780572	1.70328
3.70426	2.26552	0.346073
2.9398	1.11588	0.801382
2.6616	1.24009	-0.703206
4.30229	2.49907	-10.736
3.2074	0.283908	-4.57067
4.51567	0.926179	0.696068
4.29024	0.20417	2.54247
3.38938	0.735607	-0.380735
2.94017	1.10871	1.75112
5.00722	1.94206	-0.804247
2.72162	1.71204	-0.333377
2.18453	0.985209	10.9534
1.44196	0.331998	0.132372
3.7986	0.647668	0.200199
1.24665	0.340184	0.608497
2.60601	1.75707	-0.904923
3.37101	1.0149	-2.62838
4.65329	2.84417	-0.226879
3.6662	0.831816	1.71708
3.97334	0.411574	1.29828
3.67021	1.94866	0.761445
1.31765	2.58476	-1.45457
3.3641	1.52601	-0.92962
4.39547	0.464453	0.246953
4.06201	0.671761	56.7199
3.47939	0.433743	-23.393
1.66509	0.350703	0.859097
2.10889	0.963427	-0.552253
3.11345	0.853144	-0.498819
5.10773	0.848563	0.228125
3.95513	0.237834	15.4463
2.66957	1.43677	-0.454312
1.99089	1.58975	5.94298
2.61272	1.80864	-3.64055
3.23245	1.85765	-0.682107
3.62526	1.98851	-0.938055
4.52829	0.825005	-0.250303
3.79568	1.01072	-0.251738
2.57445	0.578942	1.43542
4.64254	0.546175	-2.64853
2.36142	1.61246	-4.01316
5.22342	1.19244	0.502939
2.94677	1.05261	-0.118751
3.0353	0.694512	-0.1217
3.63461	0.136951	-0.635006
2.94374	0.943946	0.0724883
3.34737	0.60587	38.6611
2.23944	2.17512	0.194495
2.16531	1.00515	1.28924
4.37003	0.78913	-2.85147
1.46982	2.85068	0.415628
4.00084	2.10312	15.9573
5.45586	0.181004	49.0574
2.69782	0.407031	-0.784949
2.38636	0.4482	-1.06097
3.89152	0.555553	0.435608
2.0705	1.97103	-0.103667
4.37644	1.19014	-0.782435
2.69285	1.95814	118.101
4.24152	1.07939	-3.87478
4.1499	3.7386	-0.0967488
4.94392	0.907386	0.00344921
3.12387	0.271558	-1.06122
3.67167	0.506359	-30.302
4.21401	1.35134	-1.8437
3.94355	0.802467	0.154225
3.83803	0.197335	0.276791
3.13514	0.482725	0.466223
4.40836	0.220594	-0.184541
3.1757	0.122862	0.725913
3.38949	1.47476	-1.31295
4.72311	0.237998	0.0986835
3.47741	1.12559	-3.61736
4.19851	0.285214	0.604976
4.84346	1.49669	2.24923
3.96293	1.10033	0.520383
2.00281	0.474132	0.613906
3.27635	0.440597	-0.38343
5.55972	1.39394	0.309212
3.93437	1.79699	0.48647
2.32314	0.867101	-1.03716
4.88501	0.331528	3.24032
3.3596	0.643548	0.115961
2.75259	1.48556	-1.65221
3.5557	1.94525	5.02582
3.41791	0.122636	0.934227
3.60825	0.580318	-1.10208
2.31379	0.913502	0.926192
4.26972	0.799782	3.70161
1.89745	1.23363	-0.562169
4.18552	2.84561	-9.53448
3.17245	1.00421	0.327131
3.11438	0.699348	-1.26793
3.78116	0.150531	0.491165
5.88509	0.218948	-0.969781
5.51654	1.25797	0.155774
3.58397	0.755954	5.6416
4.36222	0.406535	0.567105
4.47294	1.56881	-0.0979794
1.92972	0.971609	-0.602181
3.10612	0.610421	-0.300114
4.29911	0.370513	0.69115
2.45259	0.727595	0.700578
3.97742	0.535376	-0.0215496
3.76845	3.24398	0.156698
4.46933	1.0215	-1.17974
3.52616	0.782003	12.4928
1.62604	1.87303	-1.95254
2.2524	1.19959	0.424321
3.62741	1.0162	-4.96778
3.30636	0.845268	-0.748729
4.60247	0.43451	-0.483096
4.92217	0.896556	-1.62165
3.25729	0.249288	-0.667735
3.52618	0.823029	-0.459889
3.02347	0.192775	0.0516846
3.02062	2.70978	0.574282
2.54462	2.23515	-0.0469605
1.30947	1.21685	-1.2531
3.47252	1.4183	0.303044
2.5527	0.426709	-0.153991
3.05453	0.204456	-0.142801
2.50685	1.35438	-0.0347406
3.6739	0.0485459	8.26979
3.69115	1.02927	-0.403513
4.98554	0.298962	0.0379462
3.66782	1.92514	0.380356
4.01187	1.11208	-9.67783
2.91782	1.92476	-3.69494
4.78052	0.46652	6.21889
3.41154	1.71382	0.32012
4.86522	1.21789	-0.388069
2.61812	0.363601	32.7091
4.91078	0.599178	-0.0460933
3.2749	0.553939	0.671592
5.07515	2.58893	-1.71175
4.97488	0.869733	-0.495
3.30945	0.31887	-3.43375
3.05808	0.195862	-1.05897
3.8372	1.35881	0.33523
2.26185	0.80604	5.64967
4.71552	0.882907	-0.282198
3.7541	2.14304	-1.18418
3.40551	0.907307	0.558583
4.01591	0.809326	-0.250406
4.09997	0.347847	-0.250859
4.84038	0.502536	0.891723
3.22031	0.997494	1.91171
3.07116	1.36708	-0.565702
3.38084	1.36074	-0.18015
2.02661	0.614127	-20.529
2.41736	0.739613	-1.809
2.06664	0.786134	-2.76207
4.29381	0.602026	0.386411
3.99471	2.0444	-0.779445
4.65054	0.702351	5.52215
4.79369	0.520085	-0.156957
5.07052	0.901943	-2.87619
4.73311	0.866198	-0.712524
1.75655	0.528688	1.60065
2.6276	0.740624	0.34899
3.98656	0.796376	19.1868
4.25881	0.554687	0.747493
3.51334	0.196096	13.6719
5.29226	0.174549	2.94698
3.87654	2.79052	-0.50094
4.83735	0.844003	0.223986
2.09139	0.233668	0.827601
4.83535	2.22601	-0.00431456
3.37366	0.19621	-0.583223
2.25194	1.40838	0.044237
1.76994	2.50725	1.50242
4.44552	1.44189	0.0233964
2.91637	1.09154	0.145333
2.2397	0.638098	1.15527
2.08747	0.677529	-2.22722
2.122	1.1465	0.0288183
3.97483	0.845018	-5.34711
3.40401	1.79109	-0.239135
3.31894	0.0721548	1.08854
3.21089	1.84739	-20.1833
3.48524	2.00329	-0.460945
4.72886	0.621976	-0.404662
4.51937	1.48306	0.51338
5.45121	0.857626	0.386464
4.6399	0.357346	2.1715
3.26189	0.772983	-0.540043
3.84652	0.242208	-0.199653
2.92807	0.42727	-0.586148
4.96643	1.15654	-0.380008
3.09985	1.53426	1.40958
3.47263	0.390887	2.14141
3.70863	1.57442	-1.31355
3.03936	1.64993	-0.705649
5.50108	0.188913	-0.532225
2.11828	0.227849	0.835875
4.94106	0.596311	-0.803607
3.70275	0.509738	1.02503
1.76637	0.980316	-0.646921
2.08871	0.943355	-0.198441
3.82508	1.72482	1.16911
3.34253	0.912016	-0.0234407
2.9708	0.79467	0.981639
2.16579	2.3587	-0.119617
3.11695	0.808311	-0.612229
4.03231	0.665157	0.969504
3.69562	1.81281	8.85879
2.80648	1.88642	0.235738
3.21049	0.1157	1.09641
3.28676	0.743463	-0.369997
3.10062	2.44335	-0.455928
3.32117	1.84744	0.594427
4.33958	1.15535	-0.84731
2.19175	1.64276	1.4705
3.49383	0.633219	-0.348436
4.55309	0.555231	0.194731
4.57678	1.29366	0.879126
3.84046	1.55629	-4.19671
3.99688	0.714989	-0.964553
2.55254	1.61224	0.320456
4.55615	1.00577	0.673753
3.79002	1.11063	0.426663
2.47054	1.67414	-1.00381
3.83737	1.36622	0.797933
3.22776	2.522	0.603194
2.16335	2.19855	-0.27103
2.55682	0.0532976	1.68232
3.55376	0.548311	-8.67275
2.95491	0.165544	-0.0319795
3.05583	0.592738	0.531651
2.0097	1.4254	0.816872
1.6991	0.458661	0.668109
4.39417	1.94767	3.91523
3.56695	0.176	8.0294
3.42877	0.971271	-5.34134
4.54136	1.36506	0.590414
1.85218	0.427872	-63.028
4.56189	1.1026	0.28134
1.57583	0.110176	-0.4156
3.46696	0.1263	2.16542
3.19211	0.928626	4.02988
3.17837	1.06925	10.2469
2.64629	1.58024	-19.9673
1.7119	0.828015	-0.948661
4.86659	0.300788	0.480978
3.12914	0.421699	-1.17704
2.68335	2.0264	-3.41477
3.27851	1.59684	0.295011
2.28274	0.265059	-1.48772
5.51071	0.578176	-1.27185
4.76464	0.840412	1.05199
5.31284	1.11238	0.92818
3.45891	1.03497	4.66711
2.614	0.926679	2.80972
2.65707	1.74929	-0.785097
5.3153	0.838287	-0.0261059
2.31166	0.290856	-2.72802
2.64292	1.31907	0.146623
2.32743	0.829279	0.0605911
5.28008	0.430429	-0.107071
4.4154	0.327414	4.59263
1.78175	0.256516	0.684457
2.01217	1.77723	0.0435056
3.7061	0.555493	0.314221
2.70588	1.78808	1.56266
1.7126	1.22233	0.134208
3.99186	0.665516	-0.434924
3.3953	2.85121	-0.891514
3.35295	1.29721	1.29794
2.96934	0.609778	0.588124
1.7816	0.331826	2.09698
3.05154	0.414833	-0.439749
2.90656	0.120713	0.741961
2.42447	0.546649	0.0790697
2.64044	1.66114	2.24567
3.91608	0.940616	-3.51665
1.82405	0.97404	-0.130085
1.74051	0.283333	2.54179
2.1192	1.2784	-0.541614
4.02319	0.404682	0.661994
1.61576	0.435085	2.80579
2.77797	0.4439	-4.31533
4.8074	1.32244	1.12881
2.13224	0.538933	0.472307
3.09972	0.21352	-0.447305
3.23654	1.35689	-0.472121
3.5065	0.856726	0.62855
3.49021	1.69297	0.196779
4.13515	0.188506	-2.09925
3.71695	0.548841	1.18707
2.748	0.0923664	1.19065
2.80113	0.184235	-0.367999
4.20856	0.150857	0.65264
3.42563	0.59223	-7.09775
1.89147	1.87576	-7.72004
3.62675	2.49464	2.07802
2.87487	1.14429	0.550024
3.40458	0.448294	0.172992
5.47873	1.99236	-0.912445
5.41535	2.12	-0.252249
4.31007	0.836735	0.35899
3.45417	0.385829	-0.656773
1.58722	0.46915	-1.11586
4.45317	0.885778	-8.71196
1.11081	0.65741	2.33862
4.32661	1.07863	0.30642
5.11655	1.27511	0.410991
3.25579	0.246649	-0.216695
4.48022	0.427165	-0.408204
2.80284	0.465084	0.801832
2.25891	0.608	0.301091
4.26419	1.20064	-4.1822
5.06811	0.835207	-0.0783873
3.9262	0.319209	-2.92932
4.84544	0.224128	-3.52864
3.18319	0.377755	-0.774494
3.98762	0.961987	0.531629
1.95083	1.91721	-2.18282
3.82683	0.662624	-1.58917
2.3972	0.0659709	-0.327049
1.9094	0.442546	1.25706
4.47332	1.27056	-0.63314
4.83814	0.818903	0.949647
3.12141	0.346308	-0.44586
3.13819	0.13921	-2.60906
2.7512	0.658978	-0.893313
5.61394	0.254503	1.50637
1.29369	0.546257	2.38146
3.70556	0.669279	1.03458
2.87184	0.641218	-0.752332
2.46145	0.332094	13.1097
4.18542	0.531955	-6.02712
2.76664	0.851676	0.853146
2.22064	0.549789	-128.543
3.56586	1.0062	0.270994
2.30713	0.921751	-12.0159
2.46734	1.6317	-2.35157
3.60764	1.06109	1.37765
3.09302	1.9074	1.56508
4.40723	0.15135	0.458048
2.95273	0.903993	-34.8816
5.44652	0.216459	1.34882
1.87158	0.3736	0.119327
2.2102	1.8331	-0.153816
3.81588	0.410534	0.504577
3.04053	0.250912	-0.629526
5.37785	0.453259	-3.77631
3.51279	1.27038	-0.697581
3.5406	0.710544	0.411771
3.3146	2.74318	0.880165
2.81282	0.309373	-0.749243
2.35471	0.413887	-0.563484
4.37028	1.5728	-1.25106
3.24345	0.641023	8.01382
2.25271	0.178551	0.614409
3.20309	0.17491	0.609778
4.03908	0.17992	-0.738176
3.26039	2.12549	-21.0404
3.67035	1.07519	-1.14317
2.43713	1.18239	-1.54924
5.43032	0.547126	-0.671511
3.5918	0.813953	7.67799
4.06634	1.16111	0.48831
2.39257	0.737479	-1.89894
2.98134	0.285305	-0.874183
3.74734	0.0458364	2.32594
2.0153	0.777988	0.593409
3.32303	0.211317	0.385588
5.53246	0.312371	0.615773
5.80621	0.636628	2.42699
5.12387	2.04213	-0.699498
4.35779	1.27991	-0.0845185
1.82188	1.58221	-1.91444
3.17488	1.69263	-0.687463
3.21361	0.331788	0.653011
3.3835	1.2923	2.14847
1.95732	1.31512	-1.61077
5.65176	2.71075	-0.149301
2.48334	1.42865	-0.313015
2.7498	0.123788	-1.35958
3.44888	0.696276	-0.0879965
3.91966	0.313236	0.510569
1.47173	1.3135	-0.0601451
2.79657	0.852556	0.753398
3.76661	0.534785	-4.70481
1.99686	2.03373	-0.376662
3.33262	0.510138	0.948734
3.42304	0.177598	-1.69895
2.89033	1.75965	3.11032
2.21282	2.24118	-0.904509
3.25169	3.03576	0.425848
2.76692	4.02396	-3.07551
3.94781	0.878056	0.0677879
3.93481	0.377746	5.29859
2.27469	2.39918	-0.829916
4.03404	0.315235	-0.268375
2.79176	0.316586	-1.41013
4.55666	0.845609	0.0899996
4.38373	0.894902	-0.942907
1.6169	1.10467	-0.205297
3.24457	0.403905	-0.736412
1.67132	0.0359006	0.450671
2.34959	0.718414	-2.03078
3.36306	0.950229	-0.0416829
3.74389	1.18375	5.70562
3.88372	0.682891	-0.33082
2.20451	1.19787	0.519036
4.70201	0.677625	-6.9915
3.25107	0.922402	2.20795
4.38094	1.50167	5.67128
3.62099	2.17541	-0.249543
2.31173	1.70483	2.70021
2.03819	0.687816	0.170197
3.66142	0.280132	-2.82148
4.04911	0.435338	1.5728
2.60399	0.391298	0.540215
3.84844	0.445483	-0.110019
3.23565	1.63566	-18.6754
3.1556	0.23337	-0.814169
3.52982	0.455022	0.658435
4.92863	1.16585	-3.1141
3.14534	0.501973	-1.21357
3.42492	1.54316	-0.0635293
4.55457	0.563391	0.5336
2.56126	0.598588	0.831362
2.80871	1.00658	1.56677
2.72357	0.324304	-0.35153
4.12431	1.77207	-2.40162
3.47761	3.10151	-1.01588
4.4844	0.504086	0.305856
2.69551	2.17975	-2.15951
1.54315	1.96984	-0.200289
3.41244	1.90902	-0.562635
4.05683	0.996901	1.35313
3.04789	0.545455	-1.21345
3.40386	0.296059	-0.385506
3.06423	0.932366	0.34431
2.38085	0.367	-6.37618
3.60265	1.18338	-0.187243
3.56133	0.399873	-0.21874
2.8545	1.43749	-0.635255
4.58385	1.85091	-0.460838
3.43106	0.258246	2.91121
2.6118	2.12616	0.772764
4.13307	1.16759	-1.65844
4.50842	0.0707225	5.48723
4.4546	2.64279	-0.605792
2.93762	1.21683	-4.62407
2.85534	0.636648	1.69975
4.38909	2.46059	-13.5476
3.08703	0.529972	0.235677
3.60076	1.08296	3.87649
3.26155	0.587613	-0.652269
3.3916	0.711167	2.9589
5.3088	0.80237	-3.60067
3.2153	1.3566	1.57561
3.71671	0.357803	-0.327627
2.80339	0.418311	7.14399
3.00661	1.74488	5.93414
3.40212	0.659999	-0.55129
2.12405	0.661784	0.716608
2.94925	0.786743	-11.6613
2.477	0.926765	-1.12562
3.02669	1.32098	-6.03715
4.20351	2.21385	3.16011
2.31601	0.535979	2.70079
2.18446	0.288457	-0.363059
4.14327	0.758078	0.333232
4.43087	2.15986	-0.863174
2.9056	1.27949	-1.18366
3.68109	2.36875	-8.72252
1.91678	0.120723	0.446445
4.06193	0.753162	-0.230438
4.99558	1.46733	0.741692
4.53575	1.00993	-0.0266723
5.266	0.815136	1.77922
3.42011	0.209689	-0.618786
4.27187	1.22711	5.54795
5.1877	0.954894	-1.00944
2.56958	0.563176	-6.7628
1.50467	0.420271	-0.793609
2.2081	0.266285	4.28814
2.83064	1.70456	-0.3472
4.99898	0.923685	-0.744644
2.48076	0.410947	-8.71082
4.10151	1.5564	-0.419716
4.74962	0.25967	-0.755035
3.89002	1.46945	-0.580551
5.74135	1.28903	4.07353
3.33527	2.13168	24.3259
3.47479	1.05262	-0.102939
3.0375	0.333021	0.669022
3.98496	1.38295	-0.244751
2.72232	1.63988	0.0280308
4.18228	1.46646	-3.56208
1.89486	1.1133	0.601818
2.13216	0.299401	3.69145
4.19609	1.40782	-0.102327
3.46381	0.302516	0.0349302
1.38369	1.48025	-0.0107248
3.90755	0.0308424	0.654415
1.64837	1.57393	-0.417333
5.40333	0.420477	0.0226293
2.86542	0.414454	-5.97104
2.54295	0.124941	-1.74361
3.37503	0.81077	-1.56578
3.33999	0.876874	-0.215543
2.80016	1.81653	0.925802
2.31128	2.5694	-2.53147
5.37518	2.5391	3.17435
3.76354	0.122025	0.151171
3.21549	1.48386	-1.0561
3.47989	1.79059	-0.595235
2.15981	0.872814	7.41302
4.97938	2.23847	0.203408
3.83038	0.962205	0.462709
2.27541	0.763983	6.696
5.26085	0.922524	77.7333
2.49702	0.333407	-3.1213
5.52742	0.699948	2.05698
4.58175	1.48404	2.54332
3.79185	0.558144	3.58072
5.5372	0.245523	1.11
4.3388	1.89101	2.72019
2.34619	0.889963	0.0734228
3.69669	2.79527	1.65486
2.11897	0.488916	0.0871371
2.70954	0.346335	-34.1021
2.54796	0.399634	-0.186085
5.23272	0.662538	1.22509
3.87998	0.414	1.16965
5.52382	2.08739	-0.159587
2.58711	0.875427	4.4598
4.27017	0.435298	0.92489
3.59908	2.255	1.01192
4.72805	0.321414	-0.424667
3.08069	0.526491	-0.273994
4.64946	1.05299	-7.49756
5.83224	0.61395	-0.881687
3.35691	0.665752	0.497859
4.30719	0.0170542	-1.20528
3.62348	3.93739	17.6516
4.13868	0.892611	-0.848984
2.36649	0.544456	-1.12705
3.41881	0.401663	2.18755
2.82206	0.458107	9.23659
4.56611	0.236938	-7.57478
4.40075	1.6717	-0.0163528
3.54533	0.273822	4.71706
3.21072	2.94232	4.09905
4.37976	0.757294	-2.30004
4.96597	0.721498	3.21438
3.04216	1.59209	0.15895
1.67627	0.958911	-8.44892
2.46183	0.357869	2.30499
3.45971	0.976354	-0.373459
3.3889	2.06081	-0.52588
4.15694	0.520183	1.12461
3.37402	0.160409	-2.47615
1.59916	1.13164	0.422062
2.62403	1.10614	0.444081
3.1446	1.016	0.660963
3.26738	0.69778	-1.88868
2.51575	1.3534	8.85966
5.2047	0.371089	-0.581855
3.42213	1.05935	6.67248
2.64009	0.353568	2.57539
5.1313	0.684565	1.42917
3.8101	0.0766739	0.675914
1.55899	1.28042	-1.79875
3.38522	0.579315	-0.361683
2.90278	1.73784	-0.339406
3.86034	1.17634	1.7705
1.97318	1.47103	-1.94757
3.13687	0.959651	-1.86926
3.62128	2.04837	1.15467
4.90187	0.919724	-0.982346
2.778	1.59331	-1.1023
3.61446	0.450849	0.33988
2.67272	2.27031	1.91322
2.01434	0.191509	-1.96537
3.16714	0.571525	-2.11445
3.98147	0.649596	3.4364
3.51594	0.323735	-0.0950456
2.5228	1.6004	0.786269
3.25179	0.317498	1.63873
2.67636	0.287445	-140.269
3.60633	0.760496	-2.29224
3.55281	1.23036	0.0814981
2.04867	2.84349	-0.556814
4.23946	1.94422	-2.51117
4.0907	0.257718	-0.0992538
4.34524	0.355064	1.03279
4.72791	0.31404	0.633067
3.85154	0.684691	1.69148
2.32194	1.06954	-8.02505
3.75113	0.728045	-1.82414
3.76501	1.42573	-2.53383
4.11585	0.164235	13.338
2.58962	0.2655	-1.34009
2.95624	0.944758	1.65066
2.80117	0.835135	-0.828663
3.55676	0.309398	-4.75757
2.43517	0.667414	4.76225
3.73847	2.36589	-10.3226
1.80146	0.588527	-1.49876
4.37487	1.09194	-0.351173
4.51816	1.01431	-1.50294
3.44045	1.33503	0.191307
2.51054	1.19121	0.365928
3.18957	1.90566	7.62884
2.22283	1.24403	0.333743
4.34353	0.889605	-0.582785
1.74056	0.631931	-1.52211
2.8165	0.929064	-0.493902
3.54148	0.57157	0.353494
4.75814	0.551532	1.9296
4.18637	1.54113	0.0694847
3.06893	1.3754	-0.322216
2.24415	1.94102	1.01104
4.39947	0.336048	0.714289
3.74805	0.194836	-1.55748
4.13818	4.43868	-0.323319
2.94176	0.602095	0.16343
4.99652	0.222067	-1.3787
2.75094	0.502924	1.03879
4.79992	1.04676	-0.154278
2.37228	1.16163	-0.752248
3.58611	0.833403	0.0158263
4.48882	0.92883	19.019
2.00947	1.18786	7.20873
3.08734	0.352527	-0.750586
3.07255	0.55361	0.400305
3.6755	1.73085	0.60485
3.39051	0.654278	0.57575
5.18942	0.242317	-0.822445
4.88776	0.157122	-5.42105
4.17584	0.384821	-0.893237
4.68817	0.666579	-0.00278431
4.36703	0.947696	2.7529
4.46513	1.21105	0.474899
3.79692	1.38311	-0.347158
2.94888	1.2574	20.2455
5.19858	0.749112	0.71931
4.24457	0.584099	0.700992
1.95536	2.47614	10.9296
